event_time,event_id,customer,user_id
2021-01-04 17:00:00,391c5f33-fb95-42c1-9d4c-8f391935fbc9,Company_40,User_40
2021-01-04 17:00:00,35515359-b784-403b-bd9b-847c741357a4,Company_40,User_682
2021-01-04 17:00:00,b6164aaf-b04a-4a8b-a944-d72f120c3404,Company_16,User_994
2021-01-04 18:00:00,0f674296-65bc-4ad5-9239-dedd056870a9,Company_18,User_156
2021-01-04 21:00:00,cdc7c997-70e0-4b95-a17e-f4d9f4740531,Company_57,User_282
2021-01-04 23:00:00,f7f6ad4e-5828-4309-a1ed-064268205479,Company_71,User_337
2021-01-04 23:00:00,1f96aae5-c34c-4757-b97b-8e893711c519,Company_88,User_895
2021-01-05 00:00:00,55c786c6-6613-4504-8d04-9c2ff7ff9bfe,Company_78,User_377
2021-01-05 00:00:00,79cc1613-f62b-4631-be42-4b7eb79d7f5d,Company_70,User_174
2021-01-05 00:00:00,2a15299c-5efe-4a4a-a841-096acaa55c38,Company_70,User_174
2021-01-05 01:00:00,66b1e1f7-0f63-4f4c-9c2c-4738448fdd18,Company_38,User_61
2021-01-05 01:00:00,b71ae2c9-cd56-429e-86dd-0bd63a4d9978,Company_76,User_240
2021-01-05 01:00:00,2523a3c7-924c-4010-a9bf-7d9e3aec0210,Company_43,User_554
2021-01-05 03:00:00,b90b5db2-4d72-4804-8120-95b8a8521f3e,Company_93,User_907
2021-01-05 04:00:00,4376bdc7-47fc-48f2-a628-2dacc876cee3,Company_37,User_237
2021-01-05 05:00:00,38979ed0-fcf9-491b-ac4f-d31508947cd5,Company_15,User_284
2021-01-05 08:00:00,b65ca70f-b958-46f0-aa1a-175518fabb4e,Company_56,User_206
2021-01-05 08:00:00,d4bf66a0-4bc9-4cc0-9bcf-96365e1d8d24,Company_77,User_59
2021-01-05 09:00:00,2c7c9cb4-dc14-49bf-b0f8-2a1f8478f6e6,Company_56,User_369
2021-01-05 09:00:00,efdffef4-1d6d-4929-af02-dddcc7bf9d58,Company_72,User_852
2021-01-05 10:00:00,75c3eaee-4498-4f6a-8dc2-e577ccfd0161,Company_64,User_586
2021-01-05 11:00:00,b167ee68-0a63-4db7-a627-d068c87c2c3e,Company_37,User_541
2021-01-05 11:00:00,9b595a39-060c-4d8b-99ac-e80e760d7838,Company_13,User_422
2021-01-05 11:00:00,0f24f749-f4bb-4fc7-a763-16116da644cf,Company_97,User_236
2021-01-05 13:00:00,a7c12143-e3d2-4f2f-aa6c-29aea95ecda2,Company_1,User_569
2021-01-05 14:00:00,6660d415-75b0-44cb-ab0d-92b3b3988f7c,Company_39,User_115
2021-01-05 15:00:00,6f56c93c-0c64-4e86-8fea-3b148d6880ec,Company_72,User_843
2021-01-05 17:00:00,d2a5bf5c-e804-4f4a-b22d-413baa054aa7,Company_60,User_804
2021-01-05 18:00:00,a3f812ba-3f8c-4798-8d91-c29da7d6da42,Company_33,User_628
2021-01-05 18:00:00,52e6e66c-f8cf-4255-8b88-e1ce776e6ade,Company_23,User_942
2021-01-05 18:00:00,614782b6-ed40-4250-9adb-d0ba1d553f71,Company_79,User_926
2021-01-05 18:00:00,07e49cc6-b315-44b4-bf78-a4f92681f67a,Company_73,User_928
2021-01-05 20:00:00,265d7ccd-f6b0-41ab-9db9-4a6c5ffb53a0,Company_50,User_963
2021-01-05 20:00:00,3a4e0f36-3d26-4ace-9448-9d2f49caefc1,Company_90,User_948
2021-01-05 20:00:00,f098b6d1-9374-48af-af6b-87604d390440,Company_26,User_437
2021-01-05 20:00:00,6074d50b-87f9-43b9-8775-bca328bad19f,Company_6,User_766
2021-01-05 20:00:00,00e4c984-c87c-4862-af46-abce07c932b9,Company_8,User_201
2021-01-05 21:00:00,a2946b5d-8030-4964-bcd7-a68332b4787a,Company_58,User_459
2021-01-05 22:00:00,da3bd00f-b201-4946-ad42-749d4de09a7f,Company_84,User_389
2021-01-05 23:00:00,5387e6cc-faab-41ab-a890-264b9f26330f,Company_3,User_867
2021-01-06 01:00:00,fba8a3ba-0936-48e4-8d03-afd230fd9da6,Company_50,User_512
2021-01-06 03:00:00,dfebabcf-4110-4231-bc6d-306da398f4be,Company_35,User_743
2021-01-06 03:00:00,22073377-ebf8-4cc1-9496-b1c9d98cc54a,Company_87,User_762
2021-01-06 08:00:00,e66d76d4-cd26-478f-b0c7-3f6c2a59173c,Company_15,User_543
2021-01-06 08:00:00,36b48b11-a685-4d5d-826b-ec2f6ad9469b,Company_92,User_935
2021-01-06 09:00:00,ad839ba0-e5ef-4905-ae52-27bb812a6d0c,Company_56,User_369
2021-01-06 09:00:00,916b5789-8cbc-44a3-a9c8-ea9fdd15bbac,Company_65,User_425
2021-01-06 10:00:00,2f902de9-01ba-45e3-925e-6907bd6b6f2e,Company_24,User_350
2021-01-06 10:00:00,b4b0e854-2cb4-4c99-89fb-3e6dedd2fc34,Company_27,User_243
2021-01-06 11:00:00,aa6da61b-b1e1-47ef-b0df-d731947976a0,Company_60,User_519
2021-01-06 12:00:00,722f0909-104c-4746-8813-0f402462b15a,Company_29,User_287
2021-01-06 13:00:00,75e13065-12ed-4326-83fd-dfedc2ac6e1f,Company_99,User_54
2021-01-06 13:00:00,cf6e35cd-b59d-4856-8798-0a32ef37e0e4,Company_0,User_973
2021-01-06 14:00:00,adc62dbc-43ae-412f-b3ad-fdecee264100,Company_90,User_273
2021-01-06 15:00:00,5cb6a571-630c-4096-a0ed-d9d90fdc5dfb,Company_38,User_263
2021-01-06 18:00:00,def5002e-44c5-4b4f-b434-8ee79d11f960,Company_64,User_354
2021-01-06 18:00:00,d7c6b8da-8bfe-4068-8881-ad0939a84bad,Company_1,User_578
2021-01-06 18:00:00,64039b67-3795-49c6-b7e1-8bec0798d3bc,Company_50,User_987
2021-01-06 20:00:00,67be4e8c-1c1f-4ff4-9c3f-621230e09468,Company_68,User_265
2021-01-06 20:00:00,3f3634a0-351f-4dd6-be7c-0f395a3e32be,Company_21,User_426
2021-01-06 20:00:00,4d013d01-2b8b-4709-9ddb-991987e71a07,Company_55,User_590
2021-01-06 20:00:00,49c8d345-2b31-48d7-a70f-b5dd61011476,Company_32,User_893
2021-01-06 21:00:00,0cf9fbf7-7a00-4056-afee-6547f68f48e5,Company_27,User_860
2021-01-06 23:00:00,6576486f-2c5e-4d94-906a-2e7dce546add,Company_12,User_848
2021-01-06 23:00:00,a610533f-eba0-4ef3-b45c-902159916e98,Company_9,User_899
2021-01-07 00:00:00,e8bf3e80-e871-4757-84dc-739987e88061,Company_64,User_457
2021-01-07 00:00:00,45a4e646-1188-49a6-a4a9-27aabfbb4699,Company_21,User_162
2021-01-07 01:00:00,a79650c2-aeee-406e-bc6a-9c0ec1565662,Company_91,User_582
2021-01-07 02:00:00,2fcc311c-6b12-46fe-87b3-a35f4643e595,Company_14,User_325
2021-01-07 03:00:00,ed208bf0-7aee-4efa-97d1-e6f212c17bf3,Company_46,User_7
2021-01-07 03:00:00,6a966d78-6718-4340-9123-b422fa800bee,Company_90,User_531
2021-01-07 03:00:00,4e4b08ea-470a-459b-a2f0-c0e6ce4bc4ca,Company_35,User_560
2021-01-07 04:00:00,5925ed8a-2880-4589-9aa6-966366bda56f,Company_12,User_572
2021-01-07 04:00:00,66dcff45-d4ef-4f82-b740-1d1455baa227,Company_24,User_977
2021-01-07 04:00:00,b3f27094-49b4-469f-bc45-6e81f6e8f41a,Company_47,User_938
2021-01-07 04:00:00,12272f5e-9460-434e-93f0-2af3ee895bb0,Company_14,User_325
2021-01-07 07:00:00,e0bb2c8d-e7df-4d16-97c3-979ae03f3b3c,Company_36,User_116
2021-01-07 08:00:00,36e0d343-6c67-41a9-b95a-bef0271c1555,Company_25,User_198
2021-01-07 10:00:00,2414cce2-d340-47a0-9545-1eceb4905ba4,Company_42,User_769
2021-01-07 12:00:00,547920f3-5df1-493e-9469-00a849d6f9ad,Company_32,User_911
2021-01-07 12:00:00,17c4f56b-ad2c-41fe-9c92-a4a324aa7063,Company_38,User_428
2021-01-07 13:00:00,3f37b2cf-cedc-451a-b312-5f13ad0e26cb,Company_68,User_635
2021-01-07 13:00:00,e718a371-b113-4cc5-bf32-ae997361566a,Company_88,User_841
2021-01-07 14:00:00,42e99864-42bf-4144-94c6-97439d764dd6,Company_36,User_836
2021-01-07 14:00:00,689bb72d-cb8b-40e0-bbf7-4d2e7872b900,Company_34,User_715
2021-01-07 14:00:00,86b71e0f-3f8f-487b-bf22-4ef948b2993b,Company_66,User_310
2021-01-07 15:00:00,37742b46-1a0d-4c9d-aeee-e25e8d03789d,Company_72,User_647
2021-01-07 16:00:00,078c9734-3f84-4176-b6a3-187abb4f4fe6,Company_70,User_174
2021-01-07 17:00:00,204e23ef-54e4-4625-bfb9-a9ea84044b30,Company_8,User_464
2021-01-07 18:00:00,361ac5ad-aa65-4470-98a2-20c33cd7187e,Company_34,User_495
2021-01-07 18:00:00,c5fb6fe5-6093-4fab-8156-9d52b287e513,Company_55,User_846
2021-01-07 19:00:00,26d81bf3-07c6-4dd7-a098-8beab7eaf88f,Company_12,User_159
2021-01-07 21:00:00,bd612b8d-85e3-4679-975b-d72e7d52de09,Company_82,User_887
2021-01-07 21:00:00,59cf18b7-b4b0-4d94-b9e9-bfd5d5a45087,Company_84,User_389
2021-01-07 22:00:00,8381155b-a2f8-4e93-a4fb-cf3aedb4c79d,Company_88,User_760
2021-01-08 00:00:00,25a40203-b3f2-4ac3-806f-4fb2495ccfb1,Company_6,User_92
2021-01-08 00:00:00,81555593-dd77-43b3-a812-b95e34b69ace,Company_22,User_675
2021-01-08 02:00:00,450ea2a3-3c8c-41e2-9ca8-a84db68fbc09,Company_56,User_996
2021-01-08 02:00:00,c749c5bc-bf29-4078-b178-48c7aab1eb47,Company_45,User_529
2021-01-08 03:00:00,6e72b2b6-1ffb-4c2b-8714-88cc9fd1a1c2,Company_7,User_247
2021-01-08 03:00:00,42fd69b1-5340-4ee7-ba20-a7b59c00caa9,Company_93,User_106
2021-01-08 03:00:00,4662fa70-8515-4857-a29b-6033f8c2cfad,Company_96,User_840
2021-01-08 03:00:00,28c1e777-3087-4749-871e-59995854e339,Company_19,User_442
2021-01-08 04:00:00,d545756f-9276-4c5a-b7ed-17499c838b5c,Company_74,User_27
2021-01-08 07:00:00,0fbfa223-a2a4-48d3-9e81-edc8d024a957,Company_59,User_133
2021-01-08 07:00:00,55796993-cf19-4717-a3b2-63ae51ce5e1e,Company_35,User_78
2021-01-08 08:00:00,0228fc52-22fa-4dc2-b198-c22df4c31abf,Company_27,User_597
2021-01-08 10:00:00,72316c20-eefa-4f03-9097-c73a0c5f0979,Company_10,User_790
2021-01-08 11:00:00,980535ea-cdf2-406d-a811-307fcb74281d,Company_70,User_174
2021-01-08 11:00:00,5422a110-1575-4d16-bbee-06ad97fa8969,Company_85,User_678
2021-01-08 12:00:00,5312af7d-ea82-464f-85cc-5c916b998d41,Company_75,User_779
2021-01-08 12:00:00,017cd528-9883-4958-8225-611e652add24,Company_5,User_944
2021-01-08 13:00:00,dec36e75-0728-456e-a92e-8f8d1da18c17,Company_5,User_547
2021-01-08 13:00:00,22d74102-29d8-4ab0-818e-bca8a1b997d3,Company_97,User_97
2021-01-08 13:00:00,ac744e52-7b36-4708-a23f-0fccc0046f59,Company_35,User_984
2021-01-08 14:00:00,02be087a-5112-4ec7-82b5-ed95873fdf1f,Company_44,User_169
2021-01-08 15:00:00,005f29fa-02e9-4392-afea-de7cc598fb8c,Company_15,User_970
2021-01-08 15:00:00,b449be87-7485-4ed7-bbab-b53901ffe175,Company_55,User_556
2021-01-08 15:00:00,98b15ae8-71ad-4d22-8928-15723db382d2,Company_77,User_656
2021-01-08 16:00:00,ba287a9e-9086-4a1a-8847-8e37bcd76c97,Company_64,User_294
2021-01-08 17:00:00,9b430de2-1c4f-45d2-a483-70e4be3f72b9,Company_36,User_116
2021-01-08 19:00:00,6d8fb110-4bd4-43ad-baff-565863d8bdcf,Company_67,User_256
2021-01-08 20:00:00,8b2b6941-7858-47a4-a04e-5f5e48955bd9,Company_25,User_250
2021-01-08 20:00:00,c33742a6-37a1-4d65-a4c9-02ec584f4f74,Company_96,User_333
2021-01-08 22:00:00,5351d51e-2ce7-49d7-8509-6ecc352ff15a,Company_86,User_418
2021-01-08 22:00:00,2ca63cae-a780-4f58-9b58-a069be618349,Company_94,User_48
2021-01-08 22:00:00,ad6951dc-01c6-4935-9516-770dd8b41bb2,Company_11,User_538
2021-01-08 22:00:00,cf4dfffe-e1f2-414c-861b-8b741432f65d,Company_76,User_490
2021-01-08 22:00:00,ca0d53b9-8e04-4b06-8ad3-4ad5a49e9d03,Company_11,User_434
2021-01-08 22:00:00,a7b19a5c-c95d-45f2-93b5-65752e3434c3,Company_90,User_403
2021-01-08 23:00:00,755669c6-82f9-4b45-a3aa-85001e185f12,Company_47,User_163
2021-01-08 23:00:00,1d286a96-d5bb-4cf2-b059-c9bc24ff89f2,Company_43,User_554
2021-01-08 23:00:00,1709af1d-f951-4028-8690-2fb59921d319,Company_66,User_839
2021-01-08 23:00:00,45d0bf33-ebc6-4fd2-b6d8-37621f8baa86,Company_86,User_418
2021-01-09 03:00:00,23f69e4c-8534-4dd9-a950-e4fe6ced236d,Company_51,User_775
2021-01-09 04:00:00,2d768671-68de-476e-9b2b-a964cc372991,Company_26,User_677
2021-01-09 04:00:00,6ac6cd14-0ac6-42ab-9f43-87232d13753e,Company_37,User_158
2021-01-09 04:00:00,bf0cb774-c287-4531-b575-391b99f4f999,Company_18,User_708
2021-01-09 04:00:00,44389d38-eeed-43ba-8bf3-e2edd2a4e38b,Company_32,User_753
2021-01-09 06:00:00,a5d3291d-e6b5-4d7f-9da6-367ff1253625,Company_98,User_802
2021-01-09 06:00:00,c4fa4c36-3f3e-4c64-b3a1-e6f1d3e87320,Company_21,User_51
2021-01-09 07:00:00,b2df24c2-7713-419a-a1e0-db03b183672c,Company_64,User_586
2021-01-09 07:00:00,2b601d62-0b1c-4699-8817-330ace4aaaa6,Company_72,User_650
2021-01-09 07:00:00,0f8ac17e-02a2-4a42-b705-c994c7e024be,Company_69,User_109
2021-01-09 08:00:00,e441c335-9bec-4e67-a523-b5a5c1a6b29c,Company_88,User_204
2021-01-09 10:00:00,b71472f5-6d07-42b0-98b2-10746408a709,Company_97,User_97
2021-01-09 10:00:00,311ba546-f721-4dc6-bdc0-c469f0c614c9,Company_99,User_194
2021-01-09 10:00:00,5f71a8af-49f7-41b5-b246-69f273727559,Company_78,User_202
2021-01-09 10:00:00,9a105d45-e793-4fdd-a618-e6bc0d10ba7d,Company_44,User_956
2021-01-09 11:00:00,e03584af-bc1e-4aea-ab3b-573f91632e68,Company_74,User_27
2021-01-09 12:00:00,2a0be588-a5fb-4d65-b036-6eded06b6afa,Company_73,User_500
2021-01-09 13:00:00,e0b58768-3d40-4f7c-b3f2-d75587d34bd0,Company_98,User_802
2021-01-09 15:00:00,863b8414-3e58-4ccb-ba7d-7aec49884279,Company_91,User_681
2021-01-09 15:00:00,eae9aa08-7e72-4cbe-87b9-6492118c3d17,Company_14,User_85
2021-01-09 16:00:00,e6dab9e2-ff79-4ddf-a8cd-945f690edc1f,Company_55,User_846
2021-01-09 16:00:00,b785c11b-be3a-414d-b9a4-c69f2f8cb1ef,Company_7,User_738
2021-01-09 16:00:00,c0a14fa3-3c47-4219-bc9e-887496572a1b,Company_20,User_415
2021-01-09 17:00:00,e7faa702-cd93-46e1-891d-749ba021b117,Company_63,User_997
2021-01-09 17:00:00,a4d7629e-89f9-43e7-a868-7297e7d33ffb,Company_33,User_859
2021-01-09 18:00:00,717dfd6f-2378-4625-b888-e7d9840b4bcd,Company_40,User_12
2021-01-09 18:00:00,b3403d19-3064-4c7c-a848-ae9f7ef09abb,Company_25,User_128
2021-01-09 18:00:00,b1b7bfc8-3b54-4439-816b-1edaeefe948f,Company_67,User_38
2021-01-09 19:00:00,69ed81bd-376b-4b4c-832c-b05704ded452,Company_44,User_169
2021-01-09 20:00:00,4bf81099-3c1c-4654-9c75-08b6d1ad0936,Company_14,User_325
2021-01-09 21:00:00,2ef42d5a-fc9f-4ca8-ad87-5edc8afb26e3,Company_11,User_473
2021-01-09 21:00:00,e6de03aa-6b03-4f70-b75a-090a2f1f7ebd,Company_87,User_345
2021-01-09 21:00:00,95dc3abe-3cc4-423f-b49d-85f472aee094,Company_53,User_494
2021-01-09 21:00:00,8a61b9cb-e640-4603-8f5b-ee76bf208e30,Company_35,User_355
2021-01-09 22:00:00,afc1ca0e-9ec9-428f-92b6-c5e5e5b917b2,Company_57,User_773
2021-01-09 23:00:00,72826834-721c-409d-afad-588ce609afa6,Company_59,User_133
2021-01-09 23:00:00,b7140f86-50c0-4c12-b8a5-75e65a6c8d47,Company_35,User_984
2021-01-10 00:00:00,106b0c4f-4cd4-41d5-8753-ceadd8476fe0,Company_73,User_621
