FUND,DATE,COMPANY_NAME,TOTAL_SHARES,CHANGES_IN_SHARE,MARKET_CAP,PRICE,PRICE_50D_MOVING_AVERAGE,PRICE_200D_MOVING_AVERAGE
Fixed Maturity 2027 Bond Fund,2017-06-20,Ford Motor Co.,29362,-8476,158089674.9,711.4,493.12,905.56
Sustainable Retail Fund,2019-05-30,"The Hain Celestial Group, Inc.",385831,-8056,147951867.86,550.5,220.91,350.7
Sustainable Retail Fund,2022-03-23,"Tesla, Inc.",163675,4389,394790054.13,107.4,873.87,800.51
Fixed Maturity 2025 Bond Fund,2019-01-03,Chevron Corp.,900531,-3226,235885706.21,172.78,949.75,733.76
Community Savings Bond Fund,2017-02-11,Procter & Gamble Co.,368671,1318,395497188.67,549.56,501.62,757.63
Subordinated Financials Fund,2021-01-06,"Goldman Sachs Group, Inc.",639423,-9797,389866554.97,708.0,959.06,67.56
Sustainable Retail Fund,2018-11-16,"The Hain Celestial Group, Inc.",524782,-1242,137612931.81,403.84,361.34,101.53
Impact Credit Strategies Fund,2022-04-22,"SolarEdge Technologies, Inc.",303999,4175,331864583.33,78.27,521.55,217.0
Global Cross Asset Fund,2020-10-07,Alibaba Group Holding Ltd.,426816,-1614,479395886.45,400.83,312.72,580.04
Target Maturity 2029 Bond Fund,2022-04-05,"Amazon.com, Inc.",634760,-4581,238909851.69,63.89,644.83,760.63
Sustainable Retail Fund,2019-08-11,"Beyond Meat, Inc.",179206,42,10781075.14,956.32,771.42,249.92
Sustainable Retail Fund,2019-02-21,"Tesla, Inc.",401745,-8928,133814331.4,288.16,364.06,254.22
Fixed Maturity 2027 Bond Fund,2021-03-30,Volkswagen AG,313567,4678,13280147.84,587.25,369.12,826.95
Impact Credit Strategies Fund,2017-11-19,"First Solar, Inc.",894319,4338,24398256.31,13.41,413.75,438.06
Community Savings Bond Fund,2020-06-12,Nestlé SA,613808,-4223,106045353.31,823.87,131.8,579.57
Global Short Term Credit Fund,2021-01-24,JPMorgan Chase & Co.,588014,-6136,136111603.04,165.92,421.29,340.3
Fixed Maturity 2025 Bond Fund,2018-01-23,BP Plc,468133,-8462,56096899.78,862.63,151.27,234.85
Subordinated Financials Fund,2022-09-08,Morgan Stanley,845163,2085,89610598.74,971.03,462.45,890.86
Community Savings Bond Fund,2021-11-30,Nestlé SA,508360,-6399,142703313.31,623.01,449.83,313.84
Target Maturity 2029 Bond Fund,2018-03-16,"Apple, Inc.",836093,-212,275044619.52,80.98,157.69,430.73
Fixed Maturity 2027 Bond Fund,2018-01-10,Volkswagen AG,561175,9734,86116934.7,338.02,907.65,996.52
Sustainable Retail Fund,2019-02-14,"Beyond Meat, Inc.",438377,8951,232673687.82,976.26,975.38,738.06
Community Savings Bond Fund,2018-10-20,"Walmart, Inc.",447860,5136,366669796.61,79.45,519.7,791.84
Impact Credit Strategies Fund,2021-04-25,Vestas Wind Systems A/S,318665,5405,171878394.73,730.48,646.71,974.84
Global Cross Asset Fund,2021-04-03,Alibaba Group Holding Ltd.,989956,5244,384388744.24,730.04,505.8,541.71
Fixed Maturity 2027 Bond Fund,2019-02-07,Ford Motor Co.,732255,255,282431507.62,740.81,951.31,412.25
Global Cross Asset Fund,2020-05-24,Johnson & Johnson,427132,8007,397482110.34,143.56,426.91,572.9
Community Savings Bond Fund,2019-05-06,Procter & Gamble Co.,19828,8132,227522193.81,320.28,809.64,613.34
Global Short Term Credit Fund,2021-12-10,Bank of America Corp.,317939,5242,46921840.69,614.95,328.94,44.13
Global Cross Asset Fund,2021-07-31,Alibaba Group Holding Ltd.,376850,-3691,474646652.86,21.89,398.39,660.32
Subordinated Financials Fund,2019-08-21,"Goldman Sachs Group, Inc.",508529,-4815,384932797.05,69.75,27.62,777.63
Equity Diversified Selection Fund,2019-03-29,"Facebook, Inc.",384864,-9171,455688613.29,855.73,350.73,345.58
Sustainable Retail Fund,2022-12-14,"The Hain Celestial Group, Inc.",589736,1617,267272519.38,268.83,881.08,848.79
Fixed Maturity 2027 Bond Fund,2020-04-11,Ford Motor Co.,629578,-2286,35093234.37,713.33,870.82,305.22
Fixed Maturity 2027 Bond Fund,2022-04-01,Toyota Motor Corp.,503904,-7177,299140416.72,391.43,686.08,343.85
Sustainable Retail Fund,2022-01-07,"Tesla, Inc.",288861,5472,56373168.14,156.88,133.37,138.21
Community Savings Bond Fund,2020-03-22,Procter & Gamble Co.,934205,-7327,355446401.26,649.98,473.04,744.06
Fixed Maturity 2025 Bond Fund,2018-03-31,Exxon Mobil Corp.,394942,6382,339391818.54,111.36,362.93,852.36
Global Short Term Credit Fund,2017-03-06,Bank of America Corp.,817265,8310,317803630.36,718.94,128.57,157.5
Equity Diversified Selection Fund,2018-06-18,Google LLC,509032,4864,181516459.0,469.81,789.6,161.05
Equity Diversified Selection Fund,2022-10-21,"Netflix, Inc.",569529,8657,243202130.86,971.4,137.49,228.93
Global Cross Asset Fund,2019-06-09,Alibaba Group Holding Ltd.,741191,5534,265224553.71,971.23,951.36,924.32
Fixed Maturity 2027 Bond Fund,2022-07-13,Ford Motor Co.,936276,-9903,151999838.56,358.7,35.54,964.19
Subordinated Financials Fund,2018-07-12,Citigroup Inc.,464908,100,430901480.12,331.54,961.8,830.65
Sustainable Retail Fund,2020-08-29,"The Hain Celestial Group, Inc.",901900,5381,8569147.58,653.49,795.24,923.1
Target Maturity 2029 Bond Fund,2021-03-02,"Apple, Inc.",828687,4021,199593068.28,145.04,922.76,769.46
Fixed Maturity 2027 Bond Fund,2019-12-20,Toyota Motor Corp.,873597,1901,321877407.14,990.26,856.59,818.61
Subordinated Financials Fund,2019-12-11,"Goldman Sachs Group, Inc.",919687,3187,118215352.26,483.63,666.59,231.23
Equity Diversified Selection Fund,2022-09-10,Google LLC,377500,-8554,327226432.27,68.77,331.95,513.06
Target Maturity 2029 Bond Fund,2019-05-03,Microsoft Corp.,574947,2486,221388810.3,617.13,791.45,525.5
Global Cross Asset Fund,2022-07-15,"Berkshire Hathaway, Inc.",444562,9485,46015075.08,552.06,316.63,663.37
Equity Diversified Selection Fund,2021-04-19,Google LLC,797082,679,411768154.05,415.69,570.16,982.73
Global Cross Asset Fund,2022-01-03,Alibaba Group Holding Ltd.,937485,-9749,67328063.43,809.8,67.07,730.55
Global Short Term Credit Fund,2018-07-18,JPMorgan Chase & Co.,35711,-1543,17965948.36,725.01,688.38,691.33
Fixed Maturity 2027 Bond Fund,2017-07-08,Ford Motor Co.,503125,-2735,218588029.53,446.37,831.65,985.09
Community Savings Bond Fund,2020-07-25,Procter & Gamble Co.,799463,-2059,193643920.72,505.74,468.54,151.53
Global Cross Asset Fund,2017-10-01,Johnson & Johnson,617378,-9959,337685828.67,751.35,815.2,213.53
Fixed Maturity 2025 Bond Fund,2022-11-17,Chevron Corp.,900581,-477,369536326.35,65.85,112.99,881.08
Equity Diversified Selection Fund,2019-02-10,Google LLC,762584,-2531,72027729.62,936.59,235.72,62.76
Fixed Maturity 2027 Bond Fund,2022-04-02,Volkswagen AG,824115,-6881,3093964.83,833.64,584.03,56.05
Community Savings Bond Fund,2020-08-04,Procter & Gamble Co.,618272,9821,295652585.66,396.67,724.67,479.22
Fixed Maturity 2027 Bond Fund,2019-12-25,Toyota Motor Corp.,414870,2733,187220481.79,754.32,889.64,195.03
Sustainable Retail Fund,2022-08-26,"Tesla, Inc.",753604,-9786,62042503.6,234.74,446.09,304.16
Sustainable Retail Fund,2021-06-09,"The Hain Celestial Group, Inc.",313494,9631,399166310.11,872.16,905.5,721.25
Community Savings Bond Fund,2021-06-21,Procter & Gamble Co.,400650,7335,494710949.49,988.69,230.09,319.31
Equity Diversified Selection Fund,2018-07-11,Google LLC,27468,3498,459584206.46,318.87,271.5,992.92
Community Savings Bond Fund,2020-04-30,Procter & Gamble Co.,956440,4269,446971373.1,846.85,727.04,113.23
Impact Credit Strategies Fund,2021-03-09,"First Solar, Inc.",228282,6580,237705327.78,908.64,834.16,873.08
International Fixed Duration Fund,2021-06-08,AXA SA,712554,7033,144973333.11,815.4,156.81,421.79
Fixed Maturity 2025 Bond Fund,2021-11-06,Exxon Mobil Corp.,741773,-5388,341111006.06,415.25,755.5,737.81
Target Maturity 2029 Bond Fund,2017-12-11,"Amazon.com, Inc.",794652,-9827,354804542.6,577.11,598.65,662.47
Sustainable Retail Fund,2021-01-23,"Beyond Meat, Inc.",206596,5501,443693686.82,603.91,682.32,790.42
Equity Diversified Selection Fund,2020-09-13,"Netflix, Inc.",853910,-3993,245541678.04,566.77,124.15,941.89
International Fixed Duration Fund,2020-03-23,Ping An Insurance (Group) Co. of China Ltd.,247204,5411,348394706.05,502.65,497.71,151.82
Fixed Maturity 2027 Bond Fund,2020-02-19,Ford Motor Co.,485329,-4540,446139663.65,761.05,737.5,591.01
Impact Credit Strategies Fund,2017-12-23,"First Solar, Inc.",691843,-6955,298784596.87,466.8,962.46,490.97
Subordinated Financials Fund,2022-01-18,"Goldman Sachs Group, Inc.",504229,-731,174437944.56,531.3,139.48,252.84
Equity Diversified Selection Fund,2018-08-06,"Facebook, Inc.",299149,7077,173579874.16,273.53,735.86,494.12
Fixed Maturity 2025 Bond Fund,2021-03-26,Chevron Corp.,343346,2739,292290066.31,923.61,361.56,490.64
Community Savings Bond Fund,2021-01-15,Procter & Gamble Co.,343267,6051,479248900.97,11.52,362.36,116.9
Equity Diversified Selection Fund,2021-06-15,"Facebook, Inc.",264870,-5674,74051025.53,940.89,659.13,169.86
Community Savings Bond Fund,2018-03-21,Nestlé SA,103419,-2755,450628582.2,29.92,734.57,789.88
Fixed Maturity 2025 Bond Fund,2018-01-09,Exxon Mobil Corp.,549224,-3701,39156594.18,454.08,997.04,728.56
Global Short Term Credit Fund,2022-09-26,HSBC Holdings Plc,853015,-3130,228812956.37,294.65,42.6,480.0
Community Savings Bond Fund,2019-05-22,"Walmart, Inc.",916611,-3185,90218178.36,104.16,261.65,834.47
Sustainable Retail Fund,2018-11-28,"Beyond Meat, Inc.",618976,-3953,25468749.78,600.16,181.65,597.58
Equity Diversified Selection Fund,2021-09-04,Google LLC,591402,3793,76153937.67,187.98,939.41,776.27
International Fixed Duration Fund,2018-05-23,Allianz SE,259525,8356,416224912.9,428.13,532.84,76.12
Subordinated Financials Fund,2020-04-21,"Goldman Sachs Group, Inc.",165109,1604,468983731.24,583.0,931.6,479.19
Equity Diversified Selection Fund,2019-02-26,"Facebook, Inc.",780211,-1056,409179086.76,583.8,945.99,252.35
Equity Diversified Selection Fund,2019-04-26,"Netflix, Inc.",536365,-8228,144066298.97,387.98,771.86,685.99
Subordinated Financials Fund,2021-03-21,Morgan Stanley,90648,-5765,419039550.08,323.53,745.68,260.73
Impact Credit Strategies Fund,2021-03-19,"First Solar, Inc.",590208,-8704,152018701.96,562.89,863.25,178.11
Subordinated Financials Fund,2019-07-01,Morgan Stanley,296516,-3273,188193384.17,297.96,656.53,518.0
Target Maturity 2029 Bond Fund,2022-07-17,Microsoft Corp.,991150,-7888,35231573.7,285.35,307.03,417.45
Sustainable Retail Fund,2018-02-21,"Beyond Meat, Inc.",370624,153,391407547.65,878.32,760.42,380.7
Sustainable Retail Fund,2021-12-12,"Tesla, Inc.",891807,9790,66216264.11,886.67,543.99,495.17
Equity Diversified Selection Fund,2017-10-28,"Facebook, Inc.",234283,9472,381313040.36,665.64,235.83,808.62
International Fixed Duration Fund,2022-04-24,Allianz SE,949409,-9502,179760311.08,465.68,73.3,209.21
Fixed Maturity 2025 Bond Fund,2017-07-16,Exxon Mobil Corp.,729702,1302,253188784.86,883.99,54.0,729.83
Sustainable Retail Fund,2017-09-03,"The Hain Celestial Group, Inc.",158410,-6903,466000245.75,721.21,613.3,753.48
Equity Diversified Selection Fund,2019-05-07,"Facebook, Inc.",417602,8436,64833630.39,827.11,697.83,412.54
Fixed Maturity 2027 Bond Fund,2017-09-08,Toyota Motor Corp.,670756,9609,243173227.12,383.73,188.12,892.46
Impact Credit Strategies Fund,2022-08-01,"First Solar, Inc.",417318,-6271,204489008.62,571.72,362.47,226.21
Impact Credit Strategies Fund,2020-01-11,"First Solar, Inc.",872944,6789,374391087.9,12.76,313.42,342.98
Subordinated Financials Fund,2020-10-26,Morgan Stanley,798885,5424,5361775.86,196.6,459.85,482.45
Fixed Maturity 2025 Bond Fund,2017-07-08,Chevron Corp.,975964,6788,497668776.9,629.41,158.16,351.85
Target Maturity 2029 Bond Fund,2020-10-26,Microsoft Corp.,280572,-3274,182039537.04,195.79,70.17,170.14
Community Savings Bond Fund,2020-08-29,Procter & Gamble Co.,502908,-3989,486098716.41,90.97,57.16,959.51
Subordinated Financials Fund,2020-12-02,Morgan Stanley,204908,9276,192898999.65,564.57,368.71,531.26
Equity Diversified Selection Fund,2022-12-09,"Netflix, Inc.",122918,2518,223139345.18,261.72,272.67,466.15
Fixed Maturity 2027 Bond Fund,2020-01-09,Toyota Motor Corp.,738790,9682,109093441.89,750.08,358.96,50.51
Subordinated Financials Fund,2020-11-04,Morgan Stanley,301279,-8487,146333545.72,378.22,517.89,39.17
Target Maturity 2029 Bond Fund,2018-12-20,"Amazon.com, Inc.",506379,2467,384206726.86,158.79,586.64,980.48
Target Maturity 2029 Bond Fund,2021-11-24,"Apple, Inc.",709757,7158,402979452.09,194.44,227.34,906.34
Global Cross Asset Fund,2019-09-23,Alibaba Group Holding Ltd.,777173,-7441,327320367.51,195.81,521.79,977.76
Impact Credit Strategies Fund,2021-12-08,Vestas Wind Systems A/S,545927,7163,355716666.33,17.1,542.47,206.33
Subordinated Financials Fund,2017-03-04,Citigroup Inc.,322502,-955,272726072.06,68.53,246.9,901.37
Impact Credit Strategies Fund,2021-10-15,"SolarEdge Technologies, Inc.",729888,2546,360683210.74,532.09,741.9,792.5
Target Maturity 2029 Bond Fund,2018-11-23,"Amazon.com, Inc.",953825,4102,139403540.32,915.5,88.54,128.39
Global Short Term Credit Fund,2017-10-18,HSBC Holdings Plc,110049,4858,419901765.87,375.95,708.23,481.67
International Fixed Duration Fund,2017-02-17,Ping An Insurance (Group) Co. of China Ltd.,64207,-9261,382240265.38,323.6,194.21,619.02
Community Savings Bond Fund,2020-01-19,Procter & Gamble Co.,151976,-1589,372399251.23,829.97,707.31,702.62
Sustainable Retail Fund,2021-10-18,"The Hain Celestial Group, Inc.",244583,-1503,151274855.2,369.54,911.04,464.46
Community Savings Bond Fund,2019-09-25,Nestlé SA,247400,-9350,391437273.66,483.85,677.61,585.85
Sustainable Retail Fund,2019-04-09,"The Hain Celestial Group, Inc.",696214,-3828,195122566.59,647.17,659.26,390.38
Global Cross Asset Fund,2022-02-08,Johnson & Johnson,684067,5966,12845095.11,182.66,444.39,927.47
International Fixed Duration Fund,2017-09-25,Allianz SE,673237,-5577,282915795.71,201.34,187.43,561.9
Fixed Maturity 2027 Bond Fund,2022-08-02,Volkswagen AG,711023,1944,217335566.64,470.78,331.83,430.05
Global Cross Asset Fund,2022-11-09,"Berkshire Hathaway, Inc.",520361,5895,320654313.96,386.07,835.57,85.51
International Fixed Duration Fund,2019-08-14,Ping An Insurance (Group) Co. of China Ltd.,866115,6648,162383565.25,767.67,383.59,752.1
Equity Diversified Selection Fund,2017-04-02,"Netflix, Inc.",25439,5488,343734585.25,737.85,220.64,500.1
Sustainable Retail Fund,2017-03-06,"Beyond Meat, Inc.",155308,4782,172127646.86,198.43,926.09,349.41
Fixed Maturity 2025 Bond Fund,2022-07-03,Exxon Mobil Corp.,824593,3195,42846531.34,814.16,665.67,173.69
Equity Diversified Selection Fund,2021-08-26,"Netflix, Inc.",229172,1026,341285517.85,959.37,892.61,404.25
Global Cross Asset Fund,2022-07-11,Alibaba Group Holding Ltd.,950753,6382,121495999.45,778.0,88.39,454.47
Sustainable Retail Fund,2021-05-31,"The Hain Celestial Group, Inc.",389845,2936,217675450.09,795.75,881.43,205.15
Impact Credit Strategies Fund,2020-01-04,"First Solar, Inc.",367830,6313,34621226.97,446.13,37.47,365.8
Global Cross Asset Fund,2020-09-21,Johnson & Johnson,688072,5772,353750133.22,988.62,223.07,996.43
International Fixed Duration Fund,2020-04-12,Ping An Insurance (Group) Co. of China Ltd.,635407,-5621,115389193.61,242.22,193.69,262.93
International Fixed Duration Fund,2018-06-13,AXA SA,995849,7615,211425655.17,573.29,858.74,640.19
Fixed Maturity 2027 Bond Fund,2022-06-29,Toyota Motor Corp.,277470,-6849,268479868.27,538.28,649.63,199.68
Global Short Term Credit Fund,2020-01-08,Bank of America Corp.,393510,-7120,308133884.13,326.08,346.99,885.41
Equity Diversified Selection Fund,2020-12-16,Google LLC,494995,-8200,135110797.58,949.23,155.54,124.86
Sustainable Retail Fund,2018-04-11,"Tesla, Inc.",526965,-2650,334149562.28,996.24,310.33,538.89
Fixed Maturity 2025 Bond Fund,2019-03-26,Exxon Mobil Corp.,421929,-44,74589582.38,736.66,474.33,794.93
Target Maturity 2029 Bond Fund,2018-07-26,"Apple, Inc.",405774,6018,301997602.92,163.2,563.1,182.0
Global Short Term Credit Fund,2019-12-07,JPMorgan Chase & Co.,25941,9439,385039398.95,431.4,728.07,94.63
Equity Diversified Selection Fund,2019-12-23,"Facebook, Inc.",329595,8734,362382817.75,478.77,276.89,50.27
Equity Diversified Selection Fund,2021-05-20,"Netflix, Inc.",515042,-8036,43224358.99,275.82,512.21,201.01
Sustainable Retail Fund,2020-05-19,"Beyond Meat, Inc.",864542,-9985,81269704.63,692.17,966.53,393.43
Sustainable Retail Fund,2017-04-09,"The Hain Celestial Group, Inc.",392222,-6232,179074646.85,373.0,185.86,74.97
Fixed Maturity 2025 Bond Fund,2019-02-10,Exxon Mobil Corp.,685319,7709,419574418.94,425.45,26.77,878.11
Fixed Maturity 2027 Bond Fund,2021-11-07,Volkswagen AG,763866,-4167,315150004.14,783.21,455.67,611.48
Global Cross Asset Fund,2022-09-08,"Berkshire Hathaway, Inc.",229071,4741,383477395.99,856.09,129.25,954.47
Sustainable Retail Fund,2018-10-01,"The Hain Celestial Group, Inc.",836526,-3443,10619757.7,471.62,262.79,427.3
Subordinated Financials Fund,2020-04-15,Morgan Stanley,632154,2915,173536512.55,831.03,987.81,316.34
Fixed Maturity 2027 Bond Fund,2017-07-18,Toyota Motor Corp.,944961,-7364,287980596.35,855.43,525.53,13.22
Community Savings Bond Fund,2018-10-01,"Walmart, Inc.",311326,6245,155601062.53,171.19,903.37,84.41
Equity Diversified Selection Fund,2019-09-06,Google LLC,334253,3405,395106133.33,126.72,874.75,130.39
Target Maturity 2029 Bond Fund,2022-04-03,"Amazon.com, Inc.",578548,8204,39568079.03,955.34,292.86,462.51
Community Savings Bond Fund,2022-12-01,"Walmart, Inc.",362374,-4726,132631821.54,86.79,581.1,287.56
Global Cross Asset Fund,2022-11-02,Johnson & Johnson,92292,-9820,329242900.31,639.41,890.86,377.09
Subordinated Financials Fund,2018-04-29,Citigroup Inc.,205803,-1093,407248813.88,27.81,798.68,624.52
Subordinated Financials Fund,2022-06-19,"Goldman Sachs Group, Inc.",988068,8466,118528600.97,918.79,23.87,140.99
International Fixed Duration Fund,2021-11-09,Ping An Insurance (Group) Co. of China Ltd.,755369,5262,164448640.87,987.22,697.69,264.67
Target Maturity 2029 Bond Fund,2017-12-12,"Apple, Inc.",793195,-4977,427873088.58,391.52,741.7,476.93
Target Maturity 2029 Bond Fund,2019-12-21,Microsoft Corp.,38829,3367,412315134.55,306.17,828.33,53.49
Sustainable Retail Fund,2019-12-11,"The Hain Celestial Group, Inc.",379442,-1782,431681221.85,495.28,875.61,275.17
Target Maturity 2029 Bond Fund,2019-08-29,"Amazon.com, Inc.",356221,-811,490395981.81,507.55,671.06,141.89
Fixed Maturity 2025 Bond Fund,2021-06-24,BP Plc,111998,1870,458111214.72,751.13,905.14,903.36
Global Short Term Credit Fund,2018-10-14,HSBC Holdings Plc,612795,7521,284027374.71,817.15,140.15,609.08
Target Maturity 2029 Bond Fund,2019-12-24,Microsoft Corp.,200663,8233,492602282.48,208.21,625.52,169.29
Fixed Maturity 2025 Bond Fund,2017-07-28,Exxon Mobil Corp.,792393,-6682,402004040.92,530.67,772.4,748.66
Equity Diversified Selection Fund,2019-08-09,"Netflix, Inc.",515252,-4965,176164019.6,810.48,164.25,612.28
International Fixed Duration Fund,2020-12-26,AXA SA,616513,-7063,325508095.63,987.79,642.86,52.93
Equity Diversified Selection Fund,2019-07-09,Google LLC,164639,-1211,158052159.9,85.29,468.89,360.11
International Fixed Duration Fund,2017-08-05,Allianz SE,514806,-1467,61507480.53,654.69,222.95,279.8
Fixed Maturity 2027 Bond Fund,2022-08-24,Toyota Motor Corp.,240430,9524,112724066.21,485.44,670.89,777.1
Target Maturity 2029 Bond Fund,2019-10-04,"Apple, Inc.",831220,5683,286629589.86,232.3,483.14,142.51
Target Maturity 2029 Bond Fund,2019-06-08,"Amazon.com, Inc.",20646,5036,242023263.86,88.57,675.22,162.47
Fixed Maturity 2027 Bond Fund,2021-04-16,Volkswagen AG,5457,2968,477636079.78,170.6,89.17,718.77
Fixed Maturity 2027 Bond Fund,2018-05-24,Toyota Motor Corp.,260080,-4146,126964386.61,470.77,342.26,651.23
Community Savings Bond Fund,2022-09-11,Procter & Gamble Co.,998166,-6496,207440749.69,731.13,855.42,98.9
Subordinated Financials Fund,2022-11-21,Morgan Stanley,204138,-8606,416238555.44,349.11,677.44,904.4
Subordinated Financials Fund,2018-01-16,Citigroup Inc.,84098,9458,142055960.01,264.48,165.22,534.33
Impact Credit Strategies Fund,2021-03-28,Vestas Wind Systems A/S,712736,300,244929001.51,572.21,196.44,30.12
International Fixed Duration Fund,2019-06-18,AXA SA,192097,154,294737887.79,971.19,548.82,972.43
Community Savings Bond Fund,2019-11-03,Procter & Gamble Co.,609810,-6263,89078794.28,198.72,725.6,730.73
International Fixed Duration Fund,2017-06-26,Ping An Insurance (Group) Co. of China Ltd.,263730,-6120,309794334.34,526.33,413.06,907.14
Global Cross Asset Fund,2022-07-10,"Berkshire Hathaway, Inc.",500621,5218,285700056.77,505.48,69.79,562.28
International Fixed Duration Fund,2022-06-25,Allianz SE,858105,1783,296126509.32,632.36,990.46,379.15
Equity Diversified Selection Fund,2018-10-14,"Netflix, Inc.",255550,5893,383330714.84,291.37,720.67,194.33
Sustainable Retail Fund,2019-12-30,"The Hain Celestial Group, Inc.",764876,9180,167981157.87,328.32,930.12,983.68
Global Short Term Credit Fund,2017-11-25,Bank of America Corp.,218213,8371,198604421.59,369.6,49.3,203.35
Global Cross Asset Fund,2018-05-02,Alibaba Group Holding Ltd.,760126,3995,183112326.25,341.56,787.16,198.0
Target Maturity 2029 Bond Fund,2021-11-20,"Amazon.com, Inc.",56791,-3626,342309094.39,786.16,119.43,291.12
Global Short Term Credit Fund,2021-11-20,HSBC Holdings Plc,358159,-1829,406780062.01,916.19,235.41,428.22
Global Cross Asset Fund,2022-11-27,Alibaba Group Holding Ltd.,821643,5714,251297956.83,630.11,153.79,429.63
Equity Diversified Selection Fund,2018-04-24,Google LLC,263480,-4167,170712795.91,652.79,67.55,13.29
International Fixed Duration Fund,2019-11-17,Ping An Insurance (Group) Co. of China Ltd.,735351,-5227,176764183.34,901.94,622.34,91.98
Impact Credit Strategies Fund,2020-05-30,"First Solar, Inc.",516598,4538,249391305.86,36.83,836.44,175.01
Global Cross Asset Fund,2020-06-22,Johnson & Johnson,215264,-1514,18685808.85,468.38,357.69,350.84
Community Savings Bond Fund,2018-12-31,"Walmart, Inc.",550158,4771,165523094.8,209.39,821.15,933.77
Subordinated Financials Fund,2018-04-06,Citigroup Inc.,513333,-7145,45557408.73,421.17,861.96,263.62
Fixed Maturity 2025 Bond Fund,2021-05-23,BP Plc,493808,-1535,90926083.37,75.97,996.62,475.37
Global Cross Asset Fund,2022-11-23,"Berkshire Hathaway, Inc.",468404,-7157,151591393.73,789.78,477.33,193.57
Community Savings Bond Fund,2020-02-14,Procter & Gamble Co.,41382,717,47008304.83,391.9,289.27,147.45
Target Maturity 2029 Bond Fund,2019-08-01,"Apple, Inc.",751420,433,424552285.54,835.94,682.51,624.9
Impact Credit Strategies Fund,2020-01-30,"SolarEdge Technologies, Inc.",29573,3618,423877971.06,561.21,81.96,925.19
Sustainable Retail Fund,2021-10-04,"Tesla, Inc.",880732,8151,404487140.97,780.41,869.47,272.81
Target Maturity 2029 Bond Fund,2021-03-06,"Amazon.com, Inc.",133669,747,418973843.84,414.36,362.61,394.87
